mapId,hours,pedestrians,trafficLights,trafficDensity,trafficSpeed,camPosX,camPosY,camPosZ,camRotX,camRotY,camRotZ
1,Sunrise,0,0,0.1423406,19,0,20,0,90,180,0
frameId,objectId,x,y,z,tl_x,tl_y,br_x,br_y
8142,1818,5,1,1,530,564,826,683
8143,1818,5,1,1,530,564,826,683
8144,1818,4,1,1,560,564,853,683
8145,1818,4,1,1,560,564,853,683
8146,1818,4,1,1,591,564,880,683
8147,1818,4,1,1,591,564,880,683
8148,1818,3,1,1,621,564,907,683
8149,1818,3,1,1,621,564,907,683
8150,1818,3,1,1,651,564,934,683
8151,1818,3,1,1,651,564,934,683
8152,1818,2,1,1,681,564,961,683
8153,1818,2,1,1,681,564,961,683
8154,1818,2,1,1,711,564,991,683
8155,1818,2,1,1,711,564,991,683
8156,1818,1,1,1,741,564,1022,683
8157,1818,1,1,1,741,564,1022,683
8158,1818,0,1,1,771,564,1052,684
8159,1818,0,1,1,771,564,1052,684
8160,1818,0,1,1,801,564,1082,684
8161,1818,0,1,1,801,564,1082,684
8162,1818,0,1,1,832,564,1112,683
8163,1818,0,1,1,832,564,1112,683
8164,1818,0,1,1,862,564,1142,683
8165,1818,0,1,1,862,564,1142,683
8166,1818,-1,1,1,892,564,1172,683
8167,1818,-1,1,1,892,564,1172,683
8168,1818,-1,1,1,922,564,1202,683
8169,1818,-1,1,1,922,564,1202,683
8170,1818,-2,1,1,952,564,1233,683
8171,1818,-2,1,1,952,564,1233,683
8172,1818,-3,1,1,980,564,1263,683
8173,1818,-3,1,1,980,564,1263,683
8174,1818,-3,1,1,1007,564,1293,683
8175,1818,-3,1,1,1007,564,1293,683
8176,1818,-4,1,1,1034,564,1323,683
8177,1818,-4,1,1,1034,564,1323,683
8178,1818,-4,1,1,1061,564,1353,683
8179,1818,-4,1,1,1061,564,1353,683
8180,1818,-5,1,1,1088,564,1383,683
8181,1818,-5,1,1,1088,564,1383,683
8182,1818,-5,1,1,1115,564,1413,683
8183,1818,-5,1,1,1115,564,1413,683
8184,1818,-6,1,1,1142,564,1444,683
8185,1818,-6,1,1,1142,564,1444,683
8186,1818,-7,1,1,1169,564,1474,683
8187,1818,-7,1,1,1169,564,1474,683
8188,1818,-7,1,1,1196,564,1504,683
8189,1818,-7,1,1,1196,564,1504,683
8190,1818,-8,1,1,1223,564,1534,683
8191,1818,-8,1,1,1223,564,1534,683
8192,1818,-8,1,1,1250,564,1564,683
8193,1818,-8,1,1,1250,564,1564,683
8194,1818,-9,1,1,1277,564,1594,683
8195,1818,-9,1,1,1277,564,1594,683
8196,1818,-9,1,1,1304,564,1624,683
8197,1818,-9,1,1,1304,564,1624,683
8198,1818,-10,1,1,1331,564,1655,683
8199,1818,-10,1,1,1331,564,1655,683
8200,1818,-11,1,1,1358,564,1685,683
8201,1818,-11,1,1,1358,564,1685,683
8202,1818,-11,1,1,1385,564,1715,683
8203,1818,-11,1,1,1385,564,1715,683
8204,1818,-12,1,1,1412,564,1745,683
8205,1818,-12,1,1,1412,564,1745,683
8206,1818,-12,1,1,1439,564,1775,683
8207,1818,-12,1,1,1439,564,1775,683
8208,1818,-13,1,1,1466,564,1805,683
8209,1818,-13,1,1,1466,564,1805,683
8210,1818,-13,1,1,1493,564,1836,683
8211,1818,-13,1,1,1493,564,1836,683
8212,1819,19,0,1,-137,575,119,665
8212,1818,-14,1,1,1520,564,1866,683
8213,1819,19,0,1,-137,575,119,665
8213,1818,-14,1,1,1520,564,1866,683
8214,1819,19,0,1,-101,575,152,665
8214,1818,-15,1,1,1547,564,1896,683
8215,1819,19,0,1,-101,575,152,665
8215,1818,-15,1,1,1547,564,1896,683
8216,1819,18,0,1,-65,575,186,665
8216,1818,-15,1,1,1574,564,1926,683
8217,1819,18,0,1,-65,575,186,665
8217,1818,-15,1,1,1574,564,1926,683
8218,1819,17,0,1,-29,575,220,665
8218,1818,-16,1,1,1601,564,1956,683
8219,1819,17,0,1,-29,575,220,665
8219,1818,-16,1,1,1601,564,1956,683
8220,1819,16,0,1,5,575,254,665
8220,1818,-16,1,1,1628,564,1986,683
8221,1819,16,0,1,5,575,254,665
8221,1818,-16,1,1,1628,564,1986,683
8222,1819,16,0,1,41,575,287,665
8222,1818,-17,1,1,1655,564,2016,683
8223,1819,16,0,1,41,575,287,665
8223,1818,-17,1,1,1655,564,2016,683
8224,1819,15,0,1,77,575,321,665
8224,1818,-17,1,1,1682,564,2047,683
8225,1819,15,0,1,77,575,321,665
8225,1818,-17,1,1,1682,564,2047,683
8226,1819,14,0,1,113,575,355,665
8226,1818,-18,1,1,1709,564,2077,683
8227,1819,14,0,1,113,575,355,665
8227,1818,-18,1,1,1709,564,2077,683
8228,1819,14,0,1,148,575,389,665
8228,1818,-19,1,1,1736,564,2107,683
8229,1819,14,0,1,148,575,389,665
8229,1818,-19,1,1,1736,564,2107,683
8230,1819,13,0,1,184,575,422,665
8230,1818,-19,1,1,1763,564,2137,683
8231,1819,13,0,1,184,575,422,665
8231,1818,-19,1,1,1763,564,2137,683
8232,1819,12,0,1,220,575,456,665
8232,1818,-20,1,1,1790,564,2167,683
8233,1819,12,0,1,220,575,456,665
8233,1818,-20,1,1,1790,564,2167,683
8234,1819,11,0,1,256,575,490,665
8235,1819,11,0,1,256,575,490,665
8236,1819,11,0,1,291,575,524,665
8237,1819,11,0,1,291,575,524,665
8238,1819,10,0,1,327,575,557,665
8239,1819,10,0,1,327,575,557,665
8240,1819,9,0,1,363,575,591,665
8241,1819,9,0,1,363,575,591,665
8242,1819,9,0,1,399,575,625,665
8243,1819,9,0,1,399,575,625,665
8244,1819,8,0,1,434,575,658,665
8245,1819,8,0,1,434,575,658,665
8246,1819,7,0,1,470,575,692,665
8247,1819,7,0,1,470,575,692,665
8248,1819,6,0,1,506,575,726,665
8249,1819,6,0,1,506,575,726,665
8250,1819,6,0,1,541,575,760,665
8251,1819,6,0,1,541,575,760,665
8252,1819,5,0,1,577,575,793,665
8253,1819,5,0,1,577,575,793,665
8254,1819,4,0,1,613,575,827,665
8255,1819,4,0,1,613,575,827,665
8256,1819,4,0,1,649,575,861,665
8257,1819,4,0,1,649,575,861,665
8258,1819,3,0,1,684,575,895,665
8259,1819,3,0,1,684,575,895,665
8260,1819,2,0,1,720,575,928,665
8261,1819,2,0,1,720,575,928,665
8262,1819,1,0,1,756,575,962,665
8263,1819,1,0,1,756,575,962,665
8264,1819,1,0,1,792,575,998,665
8265,1819,1,0,1,792,575,998,665
8266,1819,0,0,1,827,575,1034,665
8267,1819,0,0,1,827,575,1034,665
8268,1819,0,0,1,863,575,1070,665
8269,1819,0,0,1,863,575,1070,665
8270,1819,0,0,1,899,575,1105,665
8271,1819,0,0,1,899,575,1105,665
8272,1819,-1,0,1,935,575,1141,665
8273,1819,-1,0,1,935,575,1141,665
8274,1819,-2,0,1,970,575,1177,665
8275,1819,-2,0,1,970,575,1177,665
8276,1819,-2,0,1,1003,575,1212,665
8277,1819,-2,0,1,1003,575,1212,665
8278,1819,-3,0,1,1037,575,1248,665
8279,1819,-3,0,1,1037,575,1248,665
8280,1819,-4,0,1,1071,575,1284,665
8281,1819,-4,0,1,1071,575,1284,665
8282,1819,-5,0,1,1105,575,1320,665
8283,1819,-5,0,1,1105,575,1320,665
8284,1819,-5,0,1,1138,575,1355,665
8285,1819,-5,0,1,1138,575,1355,665
8286,1819,-6,0,1,1172,575,1391,665
8287,1819,-6,0,1,1172,575,1391,665
8288,1819,-7,0,1,1206,575,1427,665
8289,1819,-7,0,1,1206,575,1427,665
8290,1819,-7,0,1,1240,575,1463,665
8291,1819,-7,0,1,1240,575,1463,665
8292,1819,-8,0,1,1273,575,1498,665
8293,1819,-8,0,1,1273,575,1498,665
8294,1819,-9,0,1,1307,575,1534,665
8295,1819,-9,0,1,1307,575,1534,665
8296,1819,-10,0,1,1341,575,1570,665
8297,1819,-10,0,1,1341,575,1570,665
8298,1819,-10,0,1,1375,575,1606,665
8299,1819,-10,0,1,1375,575,1606,665
8300,1819,-11,0,1,1408,575,1641,665
8301,1819,-11,0,1,1408,575,1641,665
8302,1819,-12,0,1,1442,575,1677,665
8303,1819,-12,0,1,1442,575,1677,665
8304,1819,-12,0,1,1476,575,1713,665
8305,1819,-12,0,1,1476,575,1713,665
8306,1819,-13,0,1,1509,575,1748,665
8307,1819,-13,0,1,1509,575,1748,665
8308,1819,-14,0,1,1543,575,1784,665
8309,1819,-14,0,1,1543,575,1784,665
8310,1819,-15,0,1,1577,575,1820,665
8311,1819,-15,0,1,1577,575,1820,665
8312,1819,-15,0,1,1611,575,1856,665
8313,1819,-15,0,1,1611,575,1856,665
8314,1819,-16,0,1,1644,575,1891,665
8315,1819,-16,0,1,1644,575,1891,665
8316,1819,-17,0,1,1678,575,1927,665
8317,1819,-17,0,1,1678,575,1927,665
8318,1819,-17,0,1,1712,575,1963,665
8319,1819,-17,0,1,1712,575,1963,665
8320,1819,-18,0,1,1746,575,1999,665
8321,1819,-18,0,1,1746,575,1999,665
8322,1819,-19,0,1,1779,575,2034,665
8323,1819,-19,0,1,1779,575,2034,665
8324,1819,-20,0,1,1813,575,2070,665
8325,1819,-20,0,1,1813,575,2070,665
8478,1820,-20,1,-1,1783,396,2160,515
8479,1820,-20,1,-1,1783,396,2160,515
8480,1820,-19,1,-1,1752,396,2125,515
8481,1820,-19,1,-1,1752,396,2125,515
8482,1820,-18,1,-1,1721,396,2090,515
8483,1820,-18,1,-1,1721,396,2090,515
8484,1820,-18,1,-1,1689,396,2055,515
8485,1820,-18,1,-1,1689,396,2055,515
8486,1820,-17,1,-1,1658,396,2020,515
8487,1820,-17,1,-1,1658,396,2020,515
8488,1820,-16,1,-1,1627,396,1985,515
8489,1820,-16,1,-1,1627,396,1985,515
8490,1820,-16,1,-1,1596,396,1950,515
8491,1820,-16,1,-1,1596,396,1950,515
8492,1820,-15,1,-1,1564,396,1916,515
8493,1820,-15,1,-1,1564,396,1916,515
8494,1820,-14,1,-1,1533,396,1881,515
8495,1820,-14,1,-1,1533,396,1881,515
8496,1820,-14,1,-1,1502,396,1846,515
8497,1820,-14,1,-1,1502,396,1846,515
8498,1820,-13,1,-1,1471,396,1811,515
8499,1820,-13,1,-1,1471,396,1811,515
8500,1820,-12,1,-1,1439,396,1776,515
8501,1820,-12,1,-1,1439,396,1776,515
8502,1820,-12,1,-1,1408,396,1741,515
8503,1820,-12,1,-1,1408,396,1741,515
8504,1820,-11,1,-1,1377,396,1706,515
8505,1820,-11,1,-1,1377,396,1706,515
8506,1820,-10,1,-1,1346,396,1671,515
8507,1820,-10,1,-1,1346,396,1671,515
8508,1820,-10,1,-1,1314,396,1636,515
8509,1820,-10,1,-1,1314,396,1636,515
8510,1820,-9,1,-1,1283,396,1601,515
8511,1820,-9,1,-1,1283,396,1601,515
8512,1820,-8,1,-1,1252,396,1566,515
8513,1820,-8,1,-1,1252,396,1566,515
8514,1820,-8,1,-1,1221,396,1532,515
8515,1820,-8,1,-1,1221,396,1532,515
8516,1820,-7,1,-1,1190,396,1497,515
8517,1820,-7,1,-1,1190,396,1497,515
8518,1820,-6,1,-1,1158,396,1462,515
8519,1820,-6,1,-1,1158,396,1462,515
8520,1820,-6,1,-1,1127,396,1427,515
8521,1820,-6,1,-1,1127,396,1427,515
8522,1820,-5,1,-1,1096,396,1392,515
8523,1820,-5,1,-1,1096,396,1392,515
8524,1820,-4,1,-1,1065,396,1357,515
8525,1820,-4,1,-1,1065,396,1357,515
8526,1820,-4,1,-1,1033,396,1322,515
8527,1820,-4,1,-1,1033,396,1322,515
8528,1820,-3,1,-1,1002,396,1287,515
8529,1820,-3,1,-1,1002,396,1287,515
8530,1820,-2,1,-1,971,396,1252,515
8531,1820,-2,1,-1,971,396,1252,515
8532,1820,-2,1,-1,937,396,1217,515
8533,1820,-2,1,-1,937,396,1217,515
8534,1820,-1,1,-1,902,396,1183,515
8535,1820,-1,1,-1,902,396,1183,515
8536,1820,0,1,-1,867,395,1148,514
8537,1820,0,1,-1,867,395,1148,514
8538,1820,0,1,-1,832,395,1113,514
8539,1820,0,1,-1,832,395,1113,514
8540,1820,0,1,-1,798,396,1078,515
8541,1820,0,1,-1,798,396,1078,515
8542,1820,1,1,-1,763,396,1043,515
8543,1820,1,1,-1,763,396,1043,515
8544,1820,1,1,-1,728,396,1008,515
8545,1820,1,1,-1,728,396,1008,515
8546,1820,2,1,-1,693,396,973,515
8547,1820,2,1,-1,693,396,973,515
8548,1820,3,1,-1,658,396,941,515
8549,1820,3,1,-1,658,396,941,515
8550,1820,3,1,-1,623,396,909,515
8551,1820,3,1,-1,623,396,909,515
8552,1820,4,1,-1,588,396,878,515
8553,1820,4,1,-1,588,396,878,515
8554,1820,5,1,-1,553,396,847,515
8555,1820,5,1,-1,553,396,847,515
8556,1820,5,1,-1,518,396,816,515
8557,1820,5,1,-1,518,396,816,515
8558,1820,6,1,-1,484,396,784,515
8559,1820,6,1,-1,484,396,784,515
8560,1820,6,1,-1,449,396,753,515
8561,1820,6,1,-1,449,396,753,515
8562,1820,7,1,-1,414,396,722,515
8563,1820,7,1,-1,414,396,722,515
8564,1820,8,1,-1,379,396,691,515
8565,1820,8,1,-1,379,396,691,515
8566,1820,8,1,-1,344,396,659,515
8567,1820,8,1,-1,344,396,659,515
8568,1820,9,1,-1,309,396,628,515
8569,1820,9,1,-1,309,396,628,515
8570,1820,10,1,-1,274,396,597,515
8571,1820,10,1,-1,274,396,597,515
8572,1820,10,1,-1,239,396,566,515
8573,1820,10,1,-1,239,396,566,515
8574,1820,11,1,-1,204,396,534,515
8575,1820,11,1,-1,204,396,534,515
8576,1820,12,1,-1,169,396,503,515
8577,1820,12,1,-1,169,396,503,515
8578,1820,12,1,-1,135,396,472,515
8579,1820,12,1,-1,135,396,472,515
8580,1820,13,1,-1,100,396,441,515
8581,1820,13,1,-1,100,396,441,515
8582,1820,14,1,-1,65,396,409,515
8583,1820,14,1,-1,65,396,409,515
8584,1820,14,1,-1,30,396,378,515
8585,1820,14,1,-1,30,396,378,515
8586,1820,15,1,-1,-4,396,347,515
8587,1820,15,1,-1,-4,396,347,515
8588,1820,16,1,-1,-39,396,316,515
8589,1820,16,1,-1,-39,396,316,515
8590,1820,16,1,-1,-74,396,284,515
8591,1820,16,1,-1,-74,396,284,515
8592,1820,17,1,-1,-109,396,253,515
8593,1820,17,1,-1,-109,396,253,515
8594,1820,18,1,-1,-144,396,222,515
8595,1820,18,1,-1,-144,396,222,515
8596,1820,18,1,-1,-179,396,191,515
8597,1820,18,1,-1,-179,396,191,515
8598,1820,19,1,-1,-214,396,159,515
8599,1820,19,1,-1,-214,396,159,515
8600,1820,20,1,-1,-248,396,128,515
8601,1820,20,1,-1,-248,396,128,515
8680,1821,20,0,1,-150,575,106,665
8681,1821,20,0,1,-150,575,106,665
8682,1821,19,0,1,-125,575,129,665
8683,1821,19,0,1,-125,575,129,665
8684,1821,19,0,1,-101,575,153,665
8685,1821,19,0,1,-101,575,153,665
8686,1821,18,0,1,-76,575,176,665
8687,1821,18,0,1,-76,575,176,665
8688,1821,18,0,1,-51,575,200,665
8689,1821,18,0,1,-51,575,200,665
8690,1821,17,0,1,-26,575,223,665
8691,1821,17,0,1,-26,575,223,665
8692,1821,17,0,1,-1,575,247,665
8693,1821,17,0,1,-1,575,247,665
8694,1821,16,0,1,23,575,270,665
8695,1821,16,0,1,23,575,270,665
8696,1821,16,0,1,48,575,294,665
8697,1821,16,0,1,48,575,294,665
8698,1821,15,0,1,72,575,317,665
8699,1821,15,0,1,72,575,317,665
8700,1821,15,0,1,97,575,340,665
8701,1821,15,0,1,97,575,340,665
8702,1821,14,0,1,122,575,364,665
8703,1821,14,0,1,122,575,364,665
8704,1821,14,0,1,147,575,387,665
8705,1821,14,0,1,147,575,387,665
8706,1821,13,0,1,172,575,411,665
8707,1821,13,0,1,172,575,411,665
8708,1821,13,0,1,197,575,434,665
8709,1821,13,0,1,197,575,434,665
8710,1821,12,0,1,222,575,458,665
8711,1821,12,0,1,222,575,458,665
8712,1821,12,0,1,247,575,481,665
8713,1821,12,0,1,247,575,481,665
8714,1821,11,0,1,271,575,505,665
8715,1821,11,0,1,271,575,505,665
8716,1821,11,0,1,296,575,528,665
8717,1821,11,0,1,296,575,528,665
8718,1821,10,0,1,321,575,552,665
8719,1821,10,0,1,321,575,552,665
8720,1821,10,0,1,346,575,575,665
8721,1821,10,0,1,346,575,575,665
8722,1821,9,0,1,371,575,599,665
8723,1821,9,0,1,371,575,599,665
8724,1821,9,0,1,396,575,622,665
8725,1821,9,0,1,396,575,622,665
8726,1821,8,0,1,421,575,646,665
8727,1821,8,0,1,421,575,646,665
8728,1821,8,0,1,445,575,669,665
8729,1821,8,0,1,445,575,669,665
8730,1821,7,0,1,470,575,692,665
8731,1821,7,0,1,470,575,692,665
8732,1821,7,0,1,495,575,716,665
8733,1821,7,0,1,495,575,716,665
8734,1821,6,0,1,520,575,739,665
8735,1821,6,0,1,520,575,739,665
8736,1821,6,0,1,545,575,763,665
8737,1821,6,0,1,545,575,763,665
8738,1821,5,0,1,570,575,786,665
8739,1821,5,0,1,570,575,786,665
8740,1821,5,0,1,595,575,810,665
8741,1821,5,0,1,595,575,810,665
8742,1821,4,0,1,619,575,833,665
8743,1821,4,0,1,619,575,833,665
8744,1821,4,0,1,644,575,857,665
8745,1821,4,0,1,644,575,857,665
8746,1821,3,0,1,669,575,880,665
8747,1821,3,0,1,669,575,880,665
8748,1821,3,0,1,694,575,904,665
8749,1821,3,0,1,694,575,904,665
8750,1821,2,0,1,719,575,927,665
8751,1821,2,0,1,719,575,927,665
8752,1821,2,0,1,744,575,951,665
8753,1821,2,0,1,744,575,951,665
8754,1821,1,0,1,769,575,975,665
8755,1821,1,0,1,769,575,975,665
8756,1821,1,0,1,793,575,1000,665
8757,1821,1,0,1,793,575,1000,665
8758,1821,0,0,1,818,575,1025,665
8759,1821,0,0,1,818,575,1025,665
8760,1821,0,0,1,843,575,1050,665
8761,1821,0,0,1,843,575,1050,665
8762,1821,0,0,1,868,575,1075,665
8763,1821,0,0,1,868,575,1075,665
8764,1821,0,0,1,893,575,1099,665
8765,1821,0,0,1,893,575,1099,665
8766,1821,-1,0,1,918,575,1124,665
8767,1821,-1,0,1,918,575,1124,665
8768,1821,-1,0,1,943,575,1149,665
8769,1821,-1,0,1,943,575,1149,665
8770,1821,-2,0,1,967,575,1174,665
8771,1821,-2,0,1,967,575,1174,665
8772,1821,-2,0,1,991,575,1199,665
8773,1821,-2,0,1,991,575,1199,665
8774,1821,-3,0,1,1014,575,1224,665
8775,1821,-3,0,1,1014,575,1224,665
8776,1821,-3,0,1,1037,575,1248,665
8777,1821,-3,0,1,1037,575,1248,665
8778,1821,-4,0,1,1061,575,1273,665
8779,1821,-4,0,1,1061,575,1273,665
8780,1821,-4,0,1,1084,575,1298,665
8781,1821,-4,0,1,1084,575,1298,665
8782,1821,-5,0,1,1108,575,1323,665
8783,1821,-5,0,1,1108,575,1323,665
8784,1821,-5,0,1,1131,575,1348,665
8785,1821,-5,0,1,1131,575,1348,665
8786,1821,-6,0,1,1155,575,1373,665
8787,1821,-6,0,1,1155,575,1373,665
8788,1821,-6,0,1,1178,575,1398,665
8789,1821,-6,0,1,1178,575,1398,665
8790,1821,-7,0,1,1202,575,1423,665
8791,1821,-7,0,1,1202,575,1423,665
8792,1821,-7,0,1,1225,575,1447,665
8793,1821,-7,0,1,1225,575,1447,665
8794,1821,-8,0,1,1249,575,1472,665
8795,1821,-8,0,1,1249,575,1472,665
8796,1821,-8,0,1,1272,575,1497,665
8797,1821,-8,0,1,1272,575,1497,665
8798,1821,-9,0,1,1296,575,1522,665
8799,1821,-9,0,1,1296,575,1522,665
8800,1821,-9,0,1,1319,575,1547,665
8801,1821,-9,0,1,1319,575,1547,665
8802,1821,-10,0,1,1343,575,1572,665
8803,1821,-10,0,1,1343,575,1572,665
8804,1821,-10,0,1,1366,575,1597,665
8805,1821,-10,0,1,1366,575,1597,665
8806,1821,-11,0,1,1390,575,1621,665
8807,1821,-11,0,1,1390,575,1621,665
8808,1821,-11,0,1,1413,575,1646,665
8809,1821,-11,0,1,1413,575,1646,665
8810,1821,-12,0,1,1436,575,1671,665
8811,1821,-12,0,1,1436,575,1671,665
8812,1821,-12,0,1,1460,575,1696,665
8813,1821,-12,0,1,1460,575,1696,665
8814,1821,-13,0,1,1483,575,1721,665
8815,1821,-13,0,1,1483,575,1721,665
8816,1821,-13,0,1,1507,575,1746,665
8817,1821,-13,0,1,1507,575,1746,665
8818,1821,-14,0,1,1530,575,1771,665
8819,1821,-14,0,1,1530,575,1771,665
8820,1821,-14,0,1,1554,575,1795,665
8821,1821,-14,0,1,1554,575,1795,665
8822,1821,-15,0,1,1577,575,1820,665
8823,1821,-15,0,1,1577,575,1820,665
8824,1821,-15,0,1,1601,575,1845,665
8825,1821,-15,0,1,1601,575,1845,665
8826,1821,-16,0,1,1624,575,1870,665
8827,1821,-16,0,1,1624,575,1870,665
8828,1821,-16,0,1,1648,575,1895,665
8829,1821,-16,0,1,1648,575,1895,665
8830,1821,-17,0,1,1671,575,1920,665
8831,1821,-17,0,1,1671,575,1920,665
8832,1821,-17,0,1,1695,575,1945,665
8833,1821,-17,0,1,1695,575,1945,665
8834,1821,-18,0,1,1718,575,1969,665
8835,1821,-18,0,1,1718,575,1969,665
8836,1821,-18,0,1,1742,575,1994,665
8837,1821,-18,0,1,1742,575,1994,665
8838,1821,-19,0,1,1765,575,2019,665
8839,1821,-19,0,1,1765,575,2019,665
8840,1821,-19,0,1,1788,575,2044,665
8841,1821,-19,0,1,1788,575,2044,665
8842,1821,-20,0,1,1812,575,2069,665
8843,1821,-20,0,1,1812,575,2069,665
8844,1821,-20,0,1,1835,575,2094,665
8845,1821,-20,0,1,1835,575,2094,665
8932,1822,20,1,1,-266,564,113,683
8933,1822,20,1,1,-266,564,113,683
8934,1822,19,1,1,-229,564,146,683
8935,1822,19,1,1,-229,564,146,683
8936,1822,19,1,1,-192,564,179,683
8937,1822,19,1,1,-192,564,179,683
8938,1822,18,1,1,-155,564,211,683
8939,1822,18,1,1,-155,564,211,683
8940,1822,17,1,1,-119,564,244,683
8941,1822,17,1,1,-119,564,244,683
8942,1822,17,1,1,-82,564,277,683
8943,1822,17,1,1,-82,564,277,683
8944,1822,16,1,1,-45,564,310,683
8945,1822,16,1,1,-45,564,310,683
8946,1822,15,1,1,-9,564,343,683
8947,1822,15,1,1,-9,564,343,683
8948,1822,14,1,1,27,564,376,683
8949,1822,14,1,1,27,564,376,683
8950,1822,14,1,1,64,564,409,683
8951,1822,14,1,1,64,564,409,683
8952,1822,13,1,1,101,564,441,683
8953,1822,13,1,1,101,564,441,683
8954,1822,12,1,1,137,564,474,683
8955,1822,12,1,1,137,564,474,683
8956,1822,12,1,1,174,564,507,683
8957,1822,12,1,1,174,564,507,683
8958,1822,11,1,1,211,564,540,683
8959,1822,11,1,1,211,564,540,683
8960,1822,10,1,1,247,564,573,683
8961,1822,10,1,1,247,564,573,683
8962,1822,10,1,1,284,564,606,683
8963,1822,10,1,1,284,564,606,683
8964,1822,9,1,1,321,564,639,683
8965,1822,9,1,1,321,564,639,683
8966,1822,8,1,1,358,564,672,683
8967,1822,8,1,1,358,564,672,683
8968,1822,8,1,1,394,564,704,683
8969,1822,8,1,1,394,564,704,683
8970,1822,7,1,1,431,564,737,683
8971,1822,7,1,1,431,564,737,683
8972,1822,6,1,1,468,564,770,683
8973,1822,6,1,1,468,564,770,683
8974,1822,5,1,1,504,564,803,683
8975,1822,5,1,1,504,564,803,683
8976,1822,5,1,1,541,564,836,683
8977,1822,5,1,1,541,564,836,683
8978,1822,4,1,1,578,564,869,683
8979,1822,4,1,1,578,564,869,683
8980,1822,3,1,1,615,564,902,683
8981,1822,3,1,1,615,564,902,683
8982,1822,3,1,1,651,564,935,683
8983,1822,3,1,1,651,564,935,683
8984,1822,2,1,1,688,564,968,683
8985,1822,2,1,1,688,564,968,683
8986,1822,1,1,1,725,564,1005,683
8987,1822,1,1,1,725,564,1005,683
8988,1822,1,1,1,761,564,1042,683
8989,1822,1,1,1,761,564,1042,683
8990,1822,0,1,1,798,564,1079,684
8991,1822,0,1,1,798,564,1079,684
8992,1822,0,1,1,835,564,1115,683
8993,1822,0,1,1,835,564,1115,683
8994,1822,0,1,1,872,564,1152,683
8995,1822,0,1,1,872,564,1152,683
8996,1822,-1,1,1,908,564,1189,683
8997,1822,-1,1,1,908,564,1189,683
8998,1822,-2,1,1,945,564,1225,683
8999,1822,-2,1,1,945,564,1225,683
9000,1822,-3,1,1,979,564,1262,683
9001,1822,-3,1,1,979,564,1262,683
9002,1822,-3,1,1,1012,564,1299,683
9003,1822,-3,1,1,1012,564,1299,683
9004,1822,-4,1,1,1045,564,1335,683
9005,1822,-4,1,1,1045,564,1335,683
9006,1822,-5,1,1,1078,564,1372,683
9007,1822,-5,1,1,1078,564,1372,683
9008,1822,-5,1,1,1111,564,1409,683
9009,1822,-5,1,1,1111,564,1409,683
9010,1822,-6,1,1,1144,564,1446,683
9011,1822,-6,1,1,1144,564,1446,683
9012,1822,-7,1,1,1177,564,1482,683
9013,1822,-7,1,1,1177,564,1482,683
9014,1822,-7,1,1,1210,564,1519,683
9015,1822,-7,1,1,1210,564,1519,683
9016,1822,-8,1,1,1242,564,1556,683
9017,1822,-8,1,1,1242,564,1556,683
9018,1822,-9,1,1,1275,564,1592,683
9019,1822,-9,1,1,1275,564,1592,683
9020,1822,-9,1,1,1308,564,1629,683
9021,1822,-9,1,1,1308,564,1629,683
9022,1822,-10,1,1,1341,564,1666,683
9023,1822,-10,1,1,1341,564,1666,683
9024,1822,-11,1,1,1374,564,1703,683
9025,1822,-11,1,1,1374,564,1703,683
9026,1822,-12,1,1,1407,564,1739,683
9027,1822,-12,1,1,1407,564,1739,683
9028,1822,-12,1,1,1440,564,1776,683
9029,1822,-12,1,1,1440,564,1776,683
9030,1822,-13,1,1,1472,564,1813,683
9031,1822,-13,1,1,1472,564,1813,683
9032,1822,-14,1,1,1505,564,1850,683
9033,1822,-14,1,1,1505,564,1850,683
9034,1822,-14,1,1,1538,564,1886,683
9035,1822,-14,1,1,1538,564,1886,683
9036,1822,-15,1,1,1571,564,1923,683
9037,1822,-15,1,1,1571,564,1923,683
9038,1822,-16,1,1,1604,564,1960,683
9039,1822,-16,1,1,1604,564,1960,683
9040,1822,-16,1,1,1637,564,1996,683
9041,1822,-16,1,1,1637,564,1996,683
9042,1822,-17,1,1,1670,564,2033,683
9043,1822,-17,1,1,1670,564,2033,683
9044,1822,-18,1,1,1703,564,2070,683
9045,1822,-18,1,1,1703,564,2070,683
9046,1822,-18,1,1,1735,564,2107,683
9047,1822,-18,1,1,1735,564,2107,683
9048,1822,-19,1,1,1768,564,2143,683
9049,1822,-19,1,1,1768,564,2143,683
9078,1823,19,0,1,-134,575,121,665
9079,1823,19,0,1,-134,575,121,665
9080,1823,18,0,1,-96,575,157,665
9081,1823,18,0,1,-96,575,157,665
9082,1823,18,0,1,-59,575,192,665
9083,1823,18,0,1,-59,575,192,665
9084,1823,17,0,1,-21,575,227,665
9085,1823,17,0,1,-21,575,227,665
9086,1823,16,0,1,15,575,263,665
9087,1823,16,0,1,15,575,263,665
9088,1823,15,0,1,53,575,298,665
9089,1823,15,0,1,53,575,298,665
9090,1823,15,0,1,90,575,334,665
9091,1823,15,0,1,90,575,334,665
9092,1823,14,0,1,128,575,369,665
9093,1823,14,0,1,128,575,369,665
9094,1823,13,0,1,165,575,404,665
9095,1823,13,0,1,165,575,404,665
9096,1823,13,0,1,203,575,440,665
9097,1823,13,0,1,203,575,440,665
9098,1823,12,0,1,240,575,475,665
9099,1823,12,0,1,240,575,475,665
